Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,avg_salary,job_state,age,python,Python,SQL,PowerBI,Tableau,AWS
Data Scientist,$88K - $162K (Employer est.),"Advance your Data Science career at Liberty Mutual Insurance- A Fortune 100 Company!
Our Product Design and Modeling team is growing and is searching for passionate Data Scientists at multiple levels to join our team. These are incredible opportunities to leverage and hone your data science skills and to help build models, design new products and drive pricing sophistication. You will use machine learning, predictive analytic techniques, and languages/software such as SAS and Python. These roles work collaboratively across Product Design and Modeling on a Global scale.
Responsibilities:
Develop expertise in products requiring price segmentation and in available analytic data.
Support the evaluation of profitability, growth, and product design
Where appropriate, build loss cost, loss ratio, and/or non-pricing models of moderate complexity across lines of business, and more complex models under general direction

16",3.9,Liberty,Remote,10000+ Employees,1912.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,1,88,162,125.0,,108.0,1,1,0,0,0,0
Data Science Associate (Remote),$46K - $78K (Glassdoor est.),"pulseData is changing the way healthcare data is utilized within major healthcare sectors. As a series A health-tech startup, we provide the insights necessary for medical staff to understand who has and is at risk of major chronic illnesses. We have rooted ourselves within the Kidney space, and have the capabilities of bringing our approach to many more patient populations given our capabilities.

We recently raised $16.5M in our series A and are growing fast. This means we are onboarding brilliant people and providing endless areas for our employees to grow their careers. We believe in trust and transparency, and enjoy a remote friendly working environment that promotes collaboration and diversity.
The Role:
In your role as a Data Science Associate, you will use machine learning to deliver insightful and actionable intelligence and predictive solutions to our team to improve Healthcare growth in our business. You will gain experience understanding healthcare and developing data driven solutions to improve care delivery, while working closely with other team members of our Data Science and engineering team to deliver value to our business partners. Aside from supporting our data science model creation and data teams, you'll also assist the product team with growth opportunities.",5.0,pulseData,"New York, NY",1 to 50 Employees,2015.0,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,0,0,46,78,62.0, NY,5.0,0,0,0,0,0,0
Junior Data Scientist,$80K - $120K (Employer est.),"Responsibilities:
Work with stakeholders to determine how to use business data for valuable business solutions.
Search for ways to get new data sources and assess their accuracy.
Browse and analyze enterprise databases to simplify and improve product development, marketing techniques, and business processes.
Create custom data models and algorithms.
Use predictive models to improve customer experience, ad targeting, revenue generation, and more.
Develop the organization’s test model quality and A/B testing framework.",,Talentheed,Remote,,,,,,,0,1,80,120,100.0,,,0,0,0,0,0,0
Data Scientist,$75K - $176K (Employer est.),"Direct hire data scientists are hired into positions directly supporting a technical mission office. You will have the opportunity to collaborate with NSA's experts in the field of data science and other computational disciplines while tackling NSA's highest priority mission challenges. You will have opportunities to attend technical conferences with experts internally and from industry and academia as well as discuss and share NSA's challenges and successes at technical roundtables. The Data Science Development Program (DSDP) is a three-year opportunity to develop and enhance your data science skills for an NSA career. Participants experience the breadth of data science at NSA through six- to nine-month assignments in a variety of diverse organizations, and collaborate with NSA's experts in the field of data science. You will have opportunities to attend technical conferences with experts from industry and academia. You will routinely discuss and share NSA's challenges and successes at weekly technical roundtables. You will study data science and related subjects in NSA-taught classes. We foster an environment where you will develop your data science skills, allowing you to quickly contribute to NSA's highest priority mission challenges. Graduates of the DSDP may choose their first permanent assignments from any of the NSA Directorates, depending on availability As a Data Scientist at NSA, your responsibilities may include: - Exploratory data analysis and exploratory model-fitting to reveal data features of interest - Machine-learned predictive modeling - Construct usable data sets from multiple sources to meet customer needs - Identifying and analyzing anomalous data (including metadata) - Developing conceptual design and models to address mission requirements - Developing qualitative and quantitative methods for characterizing datasets in various states. - Performing analytic modeling, scripting, and/or programming - Working collaboratively and iteratively throughout the data-science lifecycle - Designing and developing analytics and techniques for analysis - Analyzing data using mathematical and statistical methods - Evaluating, documenting, and communicating research processes, analyses, and results to customers, peers, and leadership - Creating interpretable visualizations",3.5,National,"Fort Meade, MD",Unknown,,Government,National Agencies,Government & Public Administration,Unknown / Non-Applicable,0,1,75,176,125.5, MD,,0,0,0,0,0,0
Associate Data Scientist / Data Scientist - Marketing Analytics,$71K - $153K (Employer est.),"Location: Various Locations
Work Type: Full Time Regular
Job No: 500542
Categories: Analytics/Data Science, Remote Work
Application Closes: Open Until Filled
WHAT YOU'LL DO:
Collaborate with business partners to understand business objectives/goals and then develop a clear and well defined analytic plan that support obtaining those objectives.
Translates business requirements and executes analytic life cycles.
Perform more advanced data extraction and data manipulation using data of various size and structure.",4.2,Mutual,Remote,5001 to 10000 Employees,1909.0,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),0,1,71,153,112.0,,111.0,0,0,0,0,0,0
Data Scientist,$90K - $110K (Employer est.),"SupplyHouse.com, an e-commerce heating, plumbing, and HVAC supply company, is searching for a Data Scientist to join our Finance Team! If you are looking for a career that will allow you to develop and implement models, and leverage data power in order to enhance the success of a company, we want to hear from you!
This is a remote-based role within select states in the United States. At this time, we are only able to employ those located in the following states: Florida, Georgia, Nevada, New Jersey, New York, North Carolina, Ohio, South Carolina, Tennessee, Texas, and Washington.
This position will require travel to our NY office headquarters for up to four times per year for internal meetings and team-building activities. The cost of travel for employees out of the area will be covered by the company. Additionally, our offices are always available for staff to use as much as desired.",3.9,SupplyHouse,"New York, NY",501 to 1000 Employees,2004.0,Company - Private,Other Retail Stores,Retail & Wholesale,Unknown / Non-Applicable,0,1,90,110,100.0, NY,16.0,0,0,0,0,0,0
Data Scientist - Advanced Analytics,$115K (Employer est.),"Job Description

Remote- This position does not require employee to be on-site full-time to perform most effectively. The Employees role enables them to work off-site on a permanent basics. In the USA this is an employee who lives more than 100 miles from their designed, Primary worksite

Staff Data Scientist

The Applied Analytics COE team is responsible for developing analytics-driven solutions to help GM Organizations achieve their business goals. The Staff Data Scientist will work as a member of a multi-disciplinary team of various experience levels that will be driving solution design, development, and deployment of analytic models in support of business facing analytic groups. The team is responsible for both advanced analytics strategy and applied, project-based solutions, focusing on the company's most critical business areas.

Responsibilities include the following:

Skills & Qualifications:

Education and Experience:





#LI-Remote

This position may be filled with a mid or senior level candidate.



Our vision is a world with Zero Crashes, Zero Emissions and Zero Congestion and we embrace the responsibility to lead the change that will make our world better, safer and more equitable for all.



We aspire to be the most inclusive company in the world. We believe we all must make a choice every day - individually and collectively - to drive meaningful change through our words, our deeds and our culture. Our Work Appropriately philosophy supports our foundation of inclusion and provides employees the flexibility to work where they can have the greatest impact on achieving our goals, dependent on role needs. Every day, we want every employee, no matter their background, ethnicity, preferences, or location, to feel they belong to one General Motors team.



The goal of the General Motors total rewards program is to support the health and well-being of you and your family. Our comprehensive compensation plan incudes, the following benefits, in addition to many others:



General Motors is committed to being a workplace that is not only free of discrimination, but one that genuinely fosters inclusion and belonging. We strongly believe that workforce diversity creates an environment in which our employees can thrive and develop better products for our customers. We understand and embrace the variety through which people gain experiences whether through professional, personal, educational, or volunteer opportunities.GM is proud to be an equal opportunity employer.

We encourage interested candidates to review the key responsibilities and qualifications and apply for any positions that match your skills and capabilities.



The policy of General Motors is to extend opportunities to qualified applicants and employees on an equal basis regardless of an individual's age, race, color, sex, religion, national origin, disability, sexual orientation, gender identity/expression or veteran status. Additionally, General Motors is committed to being an Equal Employment Opportunity (EEO) Employer and offers opportunities to all job seekers including individuals with disabilities. If you need a reasonable accommodation to assist with your job search or application for employment, email us atCareers.Accommodations@GM.com or call us at800-865-7580. In your email, please include a description of the specific accommodation you are requesting as well as the job title and requisition number of the position for which you are applying.",4.0,General,"Warren, MI",10000+ Employees,1908.0,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),0,1,115,115,115.0, MI,112.0,0,0,0,0,0,0
Data Scientist,$115K (Employer est.),"At Bayer we’re visionaries, driven to solve the world’s toughest challenges and striving for a world where ,Health for all, Hunger for none’ is no longer a dream, but a real possibility. We’re doing it with energy, curiosity and sheer dedication, always learning from unique perspectives of those around us, expanding our thinking, growing our capabilities and redefining ‘impossible’. There are so many reasons to join us. If you’re hungry to build a varied and meaningful career in a community of brilliant and diverse minds to make a real difference, there’s only one choice.

Data Scientist",4.1,Bayer,"Chesterfield, MO",10000+ Employees,1863.0,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),0,1,115,115,115.0, MO,157.0,0,0,0,0,0,0
Data Scientist,$100K - $142K (Glassdoor est.),"Become a Part of the NIKE, Inc. Team
NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.
Nike USA Inc. New York, NY. Design, develop and program methods, processes, and systems to consolidate and analyze structured/unstructured, diverse big data sources to generate actionable insights and solutions for strategic initiatives and product enhancement. Build products for analysis and interact with product and business teams to identify questions and issues for data analysis and experiments. Develop and code software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources. Identify meaningful insights from large data and metadata sources. Build models to predict consumer behavior and business outcomes. Interpret and communicate insights and findings from analysis and experiments to technical and non-technical stakeholders. Use best practices and data of internal or external business issues to improve products or services. Perform work in support of brand plans and demonstrate link between daily work and company mission. Participate in initiatives, programs or products with moderate visibility.",4.1,Nike,"New York, NY",10000+ Employees,1972.0,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),0,0,100,142,121.0, NY,48.0,0,0,0,0,0,0
Data Scientist,$80K - $114K (Glassdoor est.),"Who We’re Looking For

Toyota Motors North America’s (TMNA) Information Technology Department is looking for a Data Scientist for Marketing and Consumer portfolio within the CTO organization.
The primary responsibility of this role is to build machine learning models using marketing and customer data to help personalize Toyota.com website and optimize online marketing campaigns.
Reporting to the Principal Data Scientist, the person in this role will support the Marketing Technology and Analytics department's objective to enable data-driven marketing decisions within the TMNA Marketing Business initiatives.",3.9,Toyota,"Plano, TX",10000+ Employees,1957.0,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),0,0,80,114,97.0, TX,63.0,0,0,0,0,0,0
Associate Data Scientist,$92K - $129K (Glassdoor est.),"There is a place for you at T. Rowe Price to grow, contribute, learn, and make a difference. We are a premier asset manager focused on delivering global investment management excellence and retirement services that investors can rely on today and in the future. The work we do matters. We invite you to explore the opportunity to join us and grow your career with us.
Associate Data Scientist
For 80 years, T. Rowe Price has changed the investment management industry by delivering world-class service and guidance to individuals and institutions around the globe. Our shared values enable us to create a dynamic workplace that cultivates high achievement from diverse professionals in a variety of disciplines. Built on a tradition of integrity, we are committed to our clients and employees and focused on sustained growth and success.
We’re seeking dedicated associate data scientists to support and contribute to the Data Science project life cycle for the firm. You will recommend and develop technical solutions based on partnerships with business stakeholders with guidance from senior data scientists. This is a chance to create an impact on our business as a part of a broader technology transformation!",3.7,T.,"New York, NY",5001 to 10000 Employees,1937.0,Company - Public,Investment & Asset Management,Financial Services,$2 to $5 billion (USD),0,0,92,129,110.5, NY,83.0,0,0,0,0,0,0
data scientist (multiple openings) - Remote,$61K - $96K (Glassdoor est.),"Job Posting
: Jun 23, 2022
Job Posting End Date
: Aug 22, 2022
Location
: US-WA-Seattle-Starbucks Support Center
Is this role eligible for remote or hybrid work? : Yes-Remote",3.8,Starbucks,"Seattle, WA",10000+ Employees,1971.0,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD),0,0,61,96,78.5, WA,49.0,0,0,0,0,0,0
"Data Scientist, Personalization",$89K - $142K (Glassdoor est.),"Data, Research & Insights
Data Science
The Personalization team makes deciding what to play next easier and more enjoyable for every listener. From Blend to Discover Weekly, we’re behind some of Spotify’s most-loved features. We built them by understanding the world of music and podcasts better than anyone else. Join us and you’ll keep millions of users listening by making great recommendations to each and every one of them. We ask that our team members be physically located in Central European time or Eastern Standard/Daylight time zones for the purposes of our collaboration hours.
Location
New York or Remote ESTAmericas",4.2,Spotify,"New York, NY",5001 to 10000 Employees,2006.0,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,0,89,142,115.5, NY,14.0,0,0,0,0,0,0
(Junior / Senior) Data Scientist - Sports Analytics,$75K - $150K (Employer est.),"We are seeking data scientists with a passion for sports to implement, automate, and optimize the quantitative models that power our world-class sports intelligence platforms in baseball, basketball, cricket, football (American), hockey, soccer, and tennis. Through your work, you can support the professional teams in our exclusive partner network in their efforts to compete and win championships. We currently have both entry-level and senior positions available, allowing us to consider qualified candidates with a wide range of experience levels.
Zelus Analytics unites a fast-growing startup environment with a research-focused culture that embraces our core values of integrity, innovation, and inclusion. We pride ourselves on providing meaningful mentorship that offers our team the opportunity to develop and expand their skill sets while also engaging with the broader analytics community. In doing so, we hope to create a new path for a more diverse group of highly talented people to push the cutting edge of sports analytics.",,Zelus,"Austin, TX",1 to 50 Employees,,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,1,75,150,112.5, TX,,0,0,0,0,0,0
"Junior Data Scientist, Supply Chain",$60K - $120K (Employer est.),"Location
Singapore, Central Singapore
Planning Area
MARINA SOUTH
Job Type
Full Time
Salary
$5,000 - $10,000 Per Month
Date Posted
4 days ago
Expiry Date
09-Aug-2022
Additional Details",4.3,DELL,"Marina, CA",10000+ Employees,1984.0,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),0,1,60,120,90.0, CA,36.0,0,0,0,0,0,0
Data Scientist (Junior),$90K - $110K (Employer est.),"Job Summary: The Analytics team empowers BDSA through the development of syndicated market research products based on various datasets. As a Junior Data Scientist, you will work on highly complex projects supporting the Product and Professional Services teams with data wrangling, data cleaning, and data reporting tools and techniques.
Your day-to-day activities will involve using heterogeneous datasets to derive insights and automation. For example, combining public weather data with proprietary sales data to identify trends and build forecasts, or using ML/AI tools to parse large datasets and deduplicate data.
QC/QA processes are critical elements of this work and you will spend substantial time automating and managing automated QC/QA systems. The datasets grow substantially day by day and automation of the QC/QA environment is a top priority.
This is a fast-paced environment with a variety of challenges, many of which are driven by external factors. If you're excited to work on new projects, constantly find ways to overcome obstacles, and find joy in solving problems than this may be the job for you. As a junior data scientist, you'll work under the direction of senior team members and be expected to rapidly learn new tools and techniques. While work will be guided by more seasoned team members, your intellect, technical skills, and creativity will be highly valued and there is room for advancement.",1.4,BDSA,"Louisville, CO",Unknown,,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,1,90,110,100.0, CO,,0,0,0,0,0,0
Data Scientist / Senior Data Scientist - Global Commercial Analytics,$105K - $149K (Glassdoor est.),"Description:
The Global Commercial Analytics (GCA) team – a part of Global Strategy & Operations, GCS – is the analytical engine that enables the Global Commercial business.
GCA is responsible for targeting, acquiring, engaging and retaining commercial customers over online and offline channels and delivering world-class analytics, insights and data products for the Global Commercial Services (GCS). In this role, the incumbent will be part of Direct Mail Analytics team of GCA.
She/He will own the end-to-end analytics required for executing Commercial Direct Mail campaigns and would be responsible to profitably drive growth in commercial acquisition and charge volume through the Direct Mail channel. The person would also be indirectly leading a cross-functional team across different verticals to achieve business outcomes.",4.3,Amex,"New York, NY",10000+ Employees,1850.0,Company - Public,Financial Transaction Processing,Financial Services,$10+ billion (USD),0,0,105,149,127.0, NY,170.0,0,0,0,0,0,0
decision scientist (multiple openings) - Remote,$63K - $96K (Glassdoor est.),"Job Posting
: Jul 14, 2022
Job Posting End Date
: Aug 14, 2022
Location
: US-WA-Seattle-Starbucks Support Center
Is this role eligible for remote or hybrid work? : Yes-Remote",3.8,Starbucks,"Seattle, WA",10000+ Employees,1971.0,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD),0,0,63,96,79.5, WA,49.0,0,0,0,0,0,0
VIE New York City- Data Scientist,$94K - $137K (Glassdoor est.),"Data Scientist, L'Oréal USA – New York City
VIE (International Assignment – 12 months)

L’Oréal is present in 150 countries on five continents. For more than a century, L’Oréal has devoted itself solely to one business: beauty. A unique and international portfolio of 36 complementary brands, generating over 29 billion euro of sales in 2019. As market leader, we continuously deliver innovation and digital solutions that can bring beauty to all people around the world. L’Oréal truly embraces entrepreneurship and you’ll have the chance to conceptualize ideas and bring them to life in an agile way.
We are looking for international talent to go on VIE/International Assignment in New York City- USA!",3.9,L'Oreal,"New York, NY",10000+ Employees,1909.0,Company - Private,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),0,0,94,137,115.5, NY,111.0,0,0,0,0,0,0
Junior Data Scientist,$55K - $60K (Employer est.),"Brookfield, WI, USA
Summary:
Hiring Fresher to 1 year experience in Data Science, ML with python and strong analytical skills with a passion to take part in R&D.
About AugRay:
Augray is on a mission to build next generation method of communication using Extended Reality – XR (AR/ VR/ MR) technologies and change the way businesses re conducted and how interactions happen with people. In an age where innovation is happening all around us, there’s commonality – people are driving these changes. We offer a solution that helps to articulate product demonstration and how people conversation takes place using smartphones and wearable glasses.",4.3,Augray,"Brookfield, WI",51 to 200 Employees,2014.0,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,1,55,60,57.5, WI,6.0,1,1,0,0,0,0
Data Scientist (Remote),$88K - $220K (Employer est.),"At Yelp, it’s our mission to connect people with great local businesses. Yelp’s unique dataset contains billions of interactions between users and businesses around the globe, from a review of a coffee shop to requesting a repair quote with a photo of a leaky faucet. Data Scientists at Yelp work to make sense of these interactions to deliver impactful analyses and products to our users, business partners and the general public.

The Data Science & Analytics team performs analyses, builds models, and designs experiments that directly impact Yelp’s products and users. Our teams sit in Yelp’s central product management organization and work directly with cross-functional leaders to understand quantitatively how our products are performing and where the largest opportunities are. We are adept at tasks like modeling user preferences, inference from user and marketplace experiments, and generating insights about the health of local economies. With diverse backgrounds and expertise, we strive for learning and growth in a collaborative environment.

This opportunity is fully remote and does not require you to be located in any particular state within the US. We welcome applicants from throughout the US.",3.5,Yelp,Remote,5001 to 10000 Employees,2004.0,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),0,1,88,220,154.0,,16.0,0,0,0,0,0,0
Data Scientist (Entry Level),$65K - $96K (Glassdoor est.),"Are you curious about applying analytics to business problems and interested in a career in data science? In this role you’ll contribute right away by digging into data to understand patterns in our customer’s business, set up reporting on key success metrics, and uncover opportunities for improving our core algorithms. Plus, over time we’ll train you on our advanced analytics and machine learning models so you can grow into a full data science role.
Day in the Life
Perform rigorous data validation and conduct deep dive analysis to understand each customer’s unique business needs to drive product configuration decisions (using SQL or Python). Examples include:
o Analysis to understand seasonal patterns in a customer’s demand
o Analysis to understand a customer’s current pricing volatility
o Analysis to identify markets or segments with largest opportunities for revenue growth",4.4,Revenue,"Atlanta, GA",51 to 200 Employees,2005.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),0,0,65,96,80.5, GA,15.0,1,1,1,0,0,0
Data Scientist,$94K - $141K (Glassdoor est.),"Supporting the Disney Advertising Sales organization within our Disney Media & Entertainment Distribution (DMED) segment, the Audience Modeling and Data Science team are subject matter experts in each of the following areas:
Creating and optimizing audience classification models that enable us to predict and target strategic audience attributes, including brand affinity, purchase behavior, and psychographics
Integrating a broad suite of complex datasets, from digital event logs to sporting event metadata, into carefully curated and reusable data models
Publishing audience attributes across an array of ad-serving endpoints
Working cross-functionally to ensure our data product is aligned with the goals of each strategic sales vertical and the business as a whole

We are looking for Data Scientists with strong SQL skills, knowledge of implementing ETL/orchestration processes and excellent data engineering background to join the Walt Disney Company’s DMED segment on the Ad Sales team. This role reports into the Data Science Strategy organization that manages key revenue-driving products for the Audience Modeling and Data Science team. The ideal candidate is a Data Science Engineer, Data Scientist, Data Engineer or Software Engineer that is looking to grow into a high-visibility, client-facing role.",4.0,Disney,"Santa Monica, CA",10000+ Employees,1923.0,Company - Public,Film Production,Media & Communication,$10+ billion (USD),0,0,94,141,117.5, CA,97.0,0,0,1,0,0,0
Jr. Data Scientist,$65K - $80K (Employer est.)," Apply Statistical and Machine Learning methods to specific business problems and data.
 Ensure data quality throughout all stages of acquisition and processing, including such areas as data sourcing/collection, ground truth generation, normalization, transformation, cross-lingual alignment/mapping, etc.
 Using tools such as Tableau, Looker and GoogleData Studio to aggregate data from across our software tools to build and develop dashboards for both client-facing and internal purposes across the company that feature relevant KPIs and metrics
 Create data dashboards and other data visualization tools to track progress to inform continuous quality improvement of the Congregate Settings Investigation and Response Unit.
 Design, develop, evaluate, and release highly innovative models elevate the customer experience and track impact over time",,Net2Aspire,Remote,,,,,,,0,1,65,80,72.5,,,0,0,0,0,1,0
Data Science & Analytics,$80K - $117K (Glassdoor est.),"As much as you’re a master at rigorous mining, culling and interpretation of big data, you’re equally at task to glean small but meaningful data insights and making it pop in multiple data visualization platforms.",5.0,Digital,"South Jordan, UT",1 to 50 Employees,,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,0,80,117,98.5, UT,,0,0,0,0,0,0
Junior Data Scientist,$80K (Employer est.),"ACIMA
Acima Credit is a young and dynamic leasing company that provides consumers financing options for life necessities that otherwise would not be available to them. We help with financing options from tires/wheels to furniture and appliances. Acima blends the use of innovative online technology with a fast and easy application process for thousands of retailers nationwide. Customers love us because we make the impossible possible. Retailers love us because we make it easy for them.
Summary:
We are looking for a developing data scientist that is interested in applying their understanding of machine learning techniques and statistics to analyze our many complex datasets. They will be nose deep in interesting payment, behavioral, credit, fraud, and economic datasets, to name a few. The insights gleaned and models trained from the analyses done on these datasets can quickly change the course of the company.",3.7,Acima,"Draper, UT",501 to 1000 Employees,2013.0,Company - Public,Banking & Lending,Financial Services,Unknown / Non-Applicable,0,1,80,80,80.0, UT,7.0,0,0,0,0,0,0
Decision Scientist,$76K - $111K (Glassdoor est.),"The Decision Science team focuses on creating innovative mathematical models to inform business decision making through data. The team is interested in all fields related to data science, with emphasis on statistics, operations research, econometrics, and machine learning.

The Decision Science team resides within the Disney Decision Science + Integration (DDSI) organization. DDSI provides internal consulting services for clients across The Walt Disney Company, including Disney Parks, Experiences and Products (covering Parks & Resorts, Signature Experiences, and Consumer Products, Games and Publishing) and Disney Media & Entertainment Distribution (covering content from Studios, General Entertainment and Sports).

The DDSI team sits at the intersection of business strategy, advanced analytics, and technology integration to help our partners explore opportunities for analytics, shape business decisions, and drive value. Our work includes conceptualizing new solutions, solution design and development, implementation and integration with business processes, and ongoing business support.


—Research and develop decision science models and act as a consultant to all business units within The Walt Disney Company

—Conduct research on analytical techniques and translate that research into usable and sustainable solutions for users

—Perform data collection and data mining, and build state-of-the-art decision science algorithms, tools, and systems

—Model and analyze revenue management and pricing related issues using various mathematical, statistical, and simulation techniques

—Present science results to business partners and clients
Support a global and enterprise-wide mission—Identify and apply best practices in the field of advanced analytics for multiple businesses such as theme parks and resorts (e.g. Walt Disney World), Disney Cruise Line, media (e.g. ABC, ESPN), movies (e.g. Walt Disney Animation Studios), live shows (e.g. Disney on Broadway), and retail (e.g. shopDisney)",4.0,The,"Orlando, FL",10000+ Employees,1923.0,Company - Public,Film Production,Media & Communication,$10+ billion (USD),0,0,76,111,93.5, FL,97.0,0,0,0,0,0,0
Data Scientist or Bioinformatician,$67K - $120K (Employer est.),"Center Information:
The Quantitative Biomedical Research Center (QBRC) is a well-established research center at UT Southwestern Medical Center (UTSW). It aims to foster collaborations involving quantitative methods and technologies in any aspect of biomedical research, particularly for understanding disease etiologies and developing treatment and prevention strategies. Currently, the center has six faculty members, around 40 staff members, postdocs and student research assistants. We are actively recruiting new members to join this new and dynamic group.
Position Title: Data Scientist I, II, III, Computational biologist I, II, III or Postdoctoral Fellow (Bioinformatics/Biostatistics)
Duties & Responsibilities: For bioinformatics scientists, the projects include developing novel method for analysis and integration of multiple-omics data, and single cell genomics and transcriptome analysis. For data scientists, the projects include assembling and statistical analyses of big clinical data, and application of machine learning and deep learning methods on real medical problems.",3.9,UT,Remote,10000+ Employees,1943.0,Hospital,Health Care Services & Hospitals,Healthcare,$2 to $5 billion (USD),0,1,67,120,93.5,,77.0,0,0,0,0,0,0
Data Scientist,$88K - $162K (Employer est.),"Advance your Data Science career at Liberty Mutual Insurance- A Fortune 100 Company!
Our Product Design and Modeling team is growing and is searching for passionate Data Scientists at multiple levels to join our team. These are incredible opportunities to leverage and hone your data science skills and to help build models, design new products and drive pricing sophistication. You will use machine learning, predictive analytic techniques, and languages/software such as SAS and Python. These roles work collaboratively across Product Design and Modeling on a Global scale.
Responsibilities:
Develop expertise in products requiring price segmentation and in available analytic data.
Support the evaluation of profitability, growth, and product design
Where appropriate, build loss cost, loss ratio, and/or non-pricing models of moderate complexity across lines of business, and more complex models under general direction

16",3.9,Liberty,Remote,10000+ Employees,1912.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,1,88,162,125.0,,108.0,1,1,0,0,0,0
Data Science Associate (Remote),$46K - $78K (Glassdoor est.),"pulseData is changing the way healthcare data is utilized within major healthcare sectors. As a series A health-tech startup, we provide the insights necessary for medical staff to understand who has and is at risk of major chronic illnesses. We have rooted ourselves within the Kidney space, and have the capabilities of bringing our approach to many more patient populations given our capabilities.

We recently raised $16.5M in our series A and are growing fast. This means we are onboarding brilliant people and providing endless areas for our employees to grow their careers. We believe in trust and transparency, and enjoy a remote friendly working environment that promotes collaboration and diversity.
The Role:
In your role as a Data Science Associate, you will use machine learning to deliver insightful and actionable intelligence and predictive solutions to our team to improve Healthcare growth in our business. You will gain experience understanding healthcare and developing data driven solutions to improve care delivery, while working closely with other team members of our Data Science and engineering team to deliver value to our business partners. Aside from supporting our data science model creation and data teams, you'll also assist the product team with growth opportunities.",5.0,pulseData,"New York, NY",1 to 50 Employees,2015.0,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,0,0,46,78,62.0, NY,5.0,0,0,0,0,0,0
Data Scientist,$75K - $176K (Employer est.),"Direct hire data scientists are hired into positions directly supporting a technical mission office. You will have the opportunity to collaborate with NSA's experts in the field of data science and other computational disciplines while tackling NSA's highest priority mission challenges. You will have opportunities to attend technical conferences with experts internally and from industry and academia as well as discuss and share NSA's challenges and successes at technical roundtables. The Data Science Development Program (DSDP) is a three-year opportunity to develop and enhance your data science skills for an NSA career. Participants experience the breadth of data science at NSA through six- to nine-month assignments in a variety of diverse organizations, and collaborate with NSA's experts in the field of data science. You will have opportunities to attend technical conferences with experts from industry and academia. You will routinely discuss and share NSA's challenges and successes at weekly technical roundtables. You will study data science and related subjects in NSA-taught classes. We foster an environment where you will develop your data science skills, allowing you to quickly contribute to NSA's highest priority mission challenges. Graduates of the DSDP may choose their first permanent assignments from any of the NSA Directorates, depending on availability As a Data Scientist at NSA, your responsibilities may include: - Exploratory data analysis and exploratory model-fitting to reveal data features of interest - Machine-learned predictive modeling - Construct usable data sets from multiple sources to meet customer needs - Identifying and analyzing anomalous data (including metadata) - Developing conceptual design and models to address mission requirements - Developing qualitative and quantitative methods for characterizing datasets in various states. - Performing analytic modeling, scripting, and/or programming - Working collaboratively and iteratively throughout the data-science lifecycle - Designing and developing analytics and techniques for analysis - Analyzing data using mathematical and statistical methods - Evaluating, documenting, and communicating research processes, analyses, and results to customers, peers, and leadership - Creating interpretable visualizations",3.5,National,"Fort Meade, MD",Unknown,,Government,National Agencies,Government & Public Administration,Unknown / Non-Applicable,0,1,75,176,125.5, MD,,0,0,0,0,0,0
